'32000406;7.2;8.25;4;0;0;0;5.25;7.25;9
'32000407;7.8;9;3.8;0;0;0;6.25;8.5;9
'32000408;6.4;8.5;4.2;0;0;0;6.75;9.25;9
'32000409;6;8;5;0;0;0;8.25;9.25;9.25
'32000410;6;6.75;3.4;0;0;0;6.5;6.75;8.5
'32000411;6.8;7.5;3.8;0;0;0;8.25;7;8.25
'32000412;6.4;7.25;3.2;0;0;0;5;5.75;8.25
'32000413;0;0;0;0;0;0;0;0;0
'32000414;4.6;6.25;3.2;0;0;0;6.25;8.25;8.75
'32000415;5.6;5.75;2.8;0;0;0;6;7.25;8.75
'32000416;5;5.75;2.8;0;0;0;4.25;7.5;7.75
'32000417;5.8;6;2;0;0;0;7.5;7;7.5
'32000418;6.6;7.25;2.8;0;0;0;4.25;7.25;8.25
'32000419;5.4;6.5;4;0;0;0;6.5;7.25;9.5
'32000420;5.2;7.75;3;0;0;0;5.25;7.5;8.75
'32000421;5.8;6.5;3.2;0;0;0;4.5;6.75;8.25
'32000422;6.8;6;2.8;0;0;0;4;6;7.25
'32000423;4.8;6.75;3.2;0;0;0;4;6.75;7.5
'32000424;7.8;7.75;5.4;0;0;0;8.5;9;9
'32000425;7.6;6.75;4.2;0;0;0;6.5;8.5;9
'32000426;4.6;7;3.2;0;0;0;5;6;7.75
'32000427;7.6;8;7.4;0;0;0;5;7.5;8.25
'32000428;8;6;3.6;0;0;0;5;8;9
'32000429;4.4;5.5;4.4;0;0;0;1.75;0;0
'32000430;8.4;0;0;0;8.25;8.5;0;0;0
'32000431;6;7;2.6;0;0;0;2.25;6;8.75
'32000432;5.6;5.25;3.4;0;0;0;3.5;7.5;8.5
'32000433;6.2;7;4.2;0;0;0;5.5;7.75;8.5
'32000434;7.2;7.75;2.4;0;0;0;9.5;8;8.25
'32000435;4.4;6.75;2.8;0;0;0;4;6.75;8.5
'32000436;4.6;7;2.2;0;0;0;7.25;6.5;8.75
'32000437;5.4;7.75;2.8;0;0;0;5.75;7;8.5
'32000438;6.2;7.5;4.6;0;0;0;4.75;7.75;9.25
'32000439;6.8;8;2;0;0;0;4.75;7.5;8.5
'32000440;4.2;5.75;1.6;0;0;0;4.25;3.75;5.5
'32000441;8;7.5;2.4;0;0;0;6.25;7.75;9.5
'32000442;6.6;7;4.2;0;0;0;0;0;0
'32000443;4.4;8.25;4.2;0;0;0;5;7.25;8.25
'32000444;6.6;6.75;2.4;0;0;0;6.5;6.75;8.75
'32000445;7.6;7.5;4.8;0;0;0;7.75;9.75;8.5
